id,topic,style,type,ko,en,model,prompt_version,created_at,split
5213,스포츠,고객센터 안내 스타일,명령/요청문,전국 대회에 참가하고 싶다면 등록하세요.,"If you want to participate in the national tournament, please register.",gpt-4o-mini,v2_structured,20251205_160208,train
4435,경제/금융,SNS 스타일,명령/요청문,이번 주 주식 시장에 관심 가져봐.,Check out the stock market this week.,gpt-4o-mini,v2_structured,20251205_160208,train
3485,시간관리,SNS 스타일,비교문,시간을 아끼는 건 돈을 아끼는 것보다 중요해.,Saving time is more important than saving money.,gpt-4o-mini,v2_structured,20251205_160208,train
9013,자기계발,고객센터 안내 스타일,명령/요청문,도전하지 않으면 성장할 수 없습니다.,You can't grow without challenges.,gpt-4o-mini,v2_structured,20251205_160208,train
3817,감정표현,대화체,조건문,슬프면 나한테 말해봐.,"If you're feeling sad, just talk to me.",gpt-4o-mini,v2_structured,20251205_160208,train
8006,직장 관계,조언/상담 스타일,명령/요청문,새로운 아이디어를 팀원들과 공유해 보세요.,Share your new ideas with team members.,gpt-4o-mini,v2_structured,20251205_160208,train
7836,직장 관계,기술 설명체,단문,경영진과의 관계를 잘 유지하세요.,Maintain a good relationship with management.,gpt-4o-mini,v2_structured,20251205_160208,train
7416,쇼핑,감정 표현 스타일,단문,가격이 생각보다 비쌌어.,The price was higher than I expected.,gpt-4o-mini,v2_structured,20251205_160208,train
4951,스포츠,뉴스 기사체,비교문,축구는 농구보다 많은 나라에서 인기 있다.,Soccer is more popular in many countries than basketball.,gpt-4o-mini,v2_structured,20251205_160208,train
1622,식당,뉴스 기사체,조건문,특별한 요리를 원하신다면 미리 말씀해 주세요.,"If you desire a special dish, please let us know in advance.",gpt-4o-mini,v2_structured,20251205_160208,train
8948,자기계발,조언/상담 스타일,원인·결과문,실패를 두려워하지 않으면 더욱 발전할 수 있어.,"If you are not afraid of failure, you can improve even more.",gpt-4o-mini,v2_structured,20251205_160208,train
7637,직장 관계,대화체,원인·결과문,협업이 원활해야만 목표를 달성할 수 있어.,You can only achieve your goals if collaboration is smooth.,gpt-4o-mini,v2_structured,20251205_160208,train
5567,기후/날씨,감정 표현 스타일,명령/요청문,이번 주말에 눈이 온대.,They say it will snow this weekend.,gpt-4o-mini,v2_structured,20251205_160208,train
8447,IT/AI,조언/상담 스타일,복문,프로그램 개발 시 코드의 가독성을 신경 써야 해.,"When developing programs, you should pay attention to the readability of your code.",gpt-4o-mini,v2_structured,20251205_160208,train
1097,건강,SNS 스타일,비교문,잠을 잘 자면 집중력이 높아져.,A good night's sleep improves your focus.,gpt-4o-mini,v2_structured,20251205_160208,train
8370,IT/AI,감정 표현 스타일,단문,데이터가 중요하다는 걸 요즘 많이 느껴.,I've been realizing how important data is these days.,gpt-4o-mini,v2_structured,20251205_160208,train
9001,자기계발,고객센터 안내 스타일,원인·결과문,자기 계발에 투자하면 미래가 밝아질 거예요.,Investing in self-improvement will brighten your future.,gpt-4o-mini,v2_structured,20251205_160208,train
2464,업무,문어체(보고서 스타일),조건문,"업무의 우선순위를 정한다면, 보다 효율적으로 진행할 수 있습니다.","If you prioritize your tasks, you can proceed more efficiently.",gpt-4o-mini,v2_structured,20251205_160208,train
6384,고객센터,뉴스 기사체,원인·결과문,문제가 발생한 원인은 시스템 오류입니다.,The cause of the issue is a system error.,gpt-4o-mini,v2_structured,20251205_160208,train
1789,식당,조언/상담 스타일,복문,여기 근처에 맛있는 이탈리안 레스토랑이 있어.,There's a delicious Italian restaurant nearby.,gpt-4o-mini,v2_structured,20251205_160208,train
7909,직장 관계,감정 표현 스타일,조건문,"사장이 나에게 지시를 주지 않으면, 나는 혼란스러울 거야.","If the boss doesn't give me any instructions, I will feel confused.",gpt-4o-mini,v2_structured,20251205_160208,train
6596,고객센터,고객센터 안내 스타일,조건문,주말에는 고객센터 운영이 중단됩니다.,The customer service center will be closed on weekends.,gpt-4o-mini,v2_structured,20251205_160208,train
5522,기후/날씨,감정 표현 스타일,단문,차가운 날씨가 나를 깨우네요.,The cold weather wakes me up.,gpt-4o-mini,v2_structured,20251205_160208,train
5534,기후/날씨,감정 표현 스타일,복문,맑은 하늘을 보니 기분이 좋아진다.,Seeing the clear sky lifts my spirits.,gpt-4o-mini,v2_structured,20251205_160208,train
193,여행,뉴스 기사체,복문,세계 각국의 다양한 음식을 맛보는 것이 여행의 큰 즐거움입니다.,Tasting a variety of foods from around the world is one of the greatest joys of traveling.,gpt-4o-mini,v2_structured,20251205_160208,train
821,일상생활,감정 표현 스타일,명령/요청문,산책을 좀 해보는 게 어때?,How about going for a walk?,gpt-4o-mini,v2_structured,20251205_160208,train
5097,스포츠,감정 표현 스타일,명령/요청문,마지막 순간까지 포기하지 말자.,Don't give up until the last moment.,gpt-4o-mini,v2_structured,20251205_160208,train
8197,IT/AI,SNS 스타일,단문,모바일 앱이 사람들을 연결해.,Mobile apps connect people.,gpt-4o-mini,v2_structured,20251205_160208,train
6388,고객센터,뉴스 기사체,원인·결과문,고객의 피드백은 서비스 개선에 큰 도움이 됩니다.,Customer feedback greatly helps in improving the service.,gpt-4o-mini,v2_structured,20251205_160208,train
4167,감정표현,조언/상담 스타일,조건문,기쁜 일이 있다면 마음껏 즐겨.,"When something makes you happy, embrace it fully.",gpt-4o-mini,v2_structured,20251205_160208,train
2688,업무,감정 표현 스타일,복문,고객의 피드백을 수집하는 것이 중요해요.,Collecting feedback from customers is essential for our growth.,gpt-4o-mini,v2_structured,20251205_160208,train
7815,직장 관계,뉴스 기사체,원인·결과문,명확한 역할 분담이 없으면 혼선이 발생할 수 있다.,"Without clear role assignments, confusion may arise.",gpt-4o-mini,v2_structured,20251205_160208,train
5225,기후/날씨,대화체,단문,수영하기 좋은 날이야.,It's a great day to go swimming.,gpt-4o-mini,v2_structured,20251205_160208,train
5911,교통,뉴스 기사체,원인·결과문,교통 체증이 심해지면 도로가 막힙니다.,"When traffic congestion increases, the roads become blocked.",gpt-4o-mini,v2_structured,20251205_160208,train
6010,교통,감정 표현 스타일,복문,신호등이 바뀌기 전에 빨리 건너야 해요.,You need to hurry and cross before the traffic light changes.,gpt-4o-mini,v2_structured,20251205_160208,train
2608,업무,뉴스 기사체,명령/요청문,이번 프로젝트의 마감일은 언제인가요?,When is the deadline for this project?,gpt-4o-mini,v2_structured,20251205_160208,train
6660,문화/예술,대화체,조건문,"문화 행사에 참여한다면, 지역 사회와 더 가까워질 수 있어.","If you participate in cultural events, you can get closer to the local community.",gpt-4o-mini,v2_structured,20251205_160208,train
239,여행,기술 설명체,단문,해외 여행을 계획할 때는 여권을 잊지 말아야 해.,"When planning an overseas trip, do not forget your passport.",gpt-4o-mini,v2_structured,20251205_160208,train
4016,감정표현,뉴스 기사체,원인·결과문,새로운 직장에서의 첫날이 즐거웠기 때문에 행복했다.,I was happy because my first day at the new job was enjoyable.,gpt-4o-mini,v2_structured,20251205_160208,train
8791,자기계발,기술 설명체,단문,시간 관리는 효과적인 자기 계발의 핵심이다.,Time management is key to effective self-development.,gpt-4o-mini,v2_structured,20251205_160208,train
2978,교육,SNS 스타일,단문,미술 수업이 항상 기대돼.,I always look forward to art class.,gpt-4o-mini,v2_structured,20251205_160208,train
7376,쇼핑,기술 설명체,조건문,배송 추적을 확인하면 언제 도착하는지 알 수 있어요.,"If you check the shipping tracking, you'll know when it will arrive.",gpt-4o-mini,v2_structured,20251205_160208,train
5841,교통,SNS 스타일,조건문,버스 요금을 잊으면 내릴 수 없어.,"If you forget your bus fare, you won't be able to get off.",gpt-4o-mini,v2_structured,20251205_160208,train
946,건강,대화체,단문,물 많이 마시는 걸 잊지 마.,Don't forget to drink plenty of water.,gpt-4o-mini,v2_structured,20251205_160208,train
5726,교통,대화체,비교문,자전거는 차보다 더 환경친화적이야.,Bicycles are more eco-friendly than cars.,gpt-4o-mini,v2_structured,20251205_160208,train
6857,문화/예술,뉴스 기사체,원인·결과문,예술 교육이 학생들에게 창의성을 증진시킨다.,Art education enhances creativity among students.,gpt-4o-mini,v2_structured,20251205_160208,train
6071,교통,조언/상담 스타일,조건문,대중교통을 이용하면 편리해질 수 있어.,Using public transportation can make things more convenient.,gpt-4o-mini,v2_structured,20251205_160208,train
5172,스포츠,고객센터 안내 스타일,복문,이달 말에 열리는 마라톤 대회에 참가하고 싶습니다.,I would like to participate in the marathon that is happening at the end of this month.,gpt-4o-mini,v2_structured,20251205_160208,train
3553,시간관리,뉴스 기사체,원인·결과문,시간을 잘 나누면 더 많은 일을 할 수 있다.,Dividing your time well allows you to accomplish more.,gpt-4o-mini,v2_structured,20251205_160208,train
9463,사회/뉴스,고객센터 안내 스타일,조건문,문제가 계속되면 관리자에게 escalte 해 주세요.,"If the issue persists, please escalate it to a manager.",gpt-4o-mini,v2_structured,20251205_160208,train
3361,시간관리,대화체,비교문,시간 관리를 잘하는 사람은 목표를 잘 세워.,People who manage their time well set clear goals.,gpt-4o-mini,v2_structured,20251205_160208,train
4956,스포츠,뉴스 기사체,비교문,격투기는 다른 스포츠보다 더 높은 체력 소모가 필요하다.,Martial arts require a higher level of stamina than other sports.,gpt-4o-mini,v2_structured,20251205_160208,train
2411,업무,대화체,비교문,팀워크는 개인의 노력보다 중요하다고 생각해.,I believe teamwork is more important than individual efforts.,gpt-4o-mini,v2_structured,20251205_160208,train
4508,경제/금융,기술 설명체,단문,정부의 재정 정책은 경제에 중요한 역할을 한다.,The government's fiscal policy plays a crucial role in the economy.,gpt-4o-mini,v2_structured,20251205_160208,train
7835,직장 관계,기술 설명체,단문,문제가 발생했을 때 적극적으로 대응하세요.,Actively address issues when they arise.,gpt-4o-mini,v2_structured,20251205_160208,train
3983,감정표현,뉴스 기사체,복문,그녀는 새로운 도전이 기대된다고 말했다.,She expressed that she was looking forward to the new challenge.,gpt-4o-mini,v2_structured,20251205_160208,train
147,여행,SNS 스타일,조건문,나중에 후회하지 않으려면 모험해 봐.,"If you don't want to regret later, try going on an adventure.",gpt-4o-mini,v2_structured,20251205_160208,train
5936,교통,기술 설명체,단문,대중교통 이용이 환경 보호에 기여한다.,Using public transport contributes to environmental protection.,gpt-4o-mini,v2_structured,20251205_160208,train
2295,기술,조언/상담 스타일,비교문,클라우드 컴퓨팅은 물리적인 서버보다 더 유연해.,Cloud computing is more flexible than physical servers.,gpt-4o-mini,v2_structured,20251205_160208,train
8019,직장 관계,고객센터 안내 스타일,복문,이번 회의는 꼭 참석해야 해요.,You must attend this meeting.,gpt-4o-mini,v2_structured,20251205_160208,train
3612,시간관리,기술 설명체,원인·결과문,효율적인 시간 관리는 삶의 질을 높인다.,Efficient time management improves quality of life.,gpt-4o-mini,v2_structured,20251205_160208,train
1737,식당,감정 표현 스타일,복문,서비스가 친절해서 기분이 좋았어.,The service was so friendly that it made me feel great.,gpt-4o-mini,v2_structured,20251205_160208,train
5229,기후/날씨,대화체,복문,이제 겨울이 다가오고 있어.,Winter is approaching now.,gpt-4o-mini,v2_structured,20251205_160208,train
6837,문화/예술,뉴스 기사체,조건문,우리나라의 현대 미술은 세계적으로 인정받고 있습니다.,Contemporary art from our country is recognized globally.,gpt-4o-mini,v2_structured,20251205_160208,train
115,여행,문어체(보고서 스타일),명령/요청문,숙소는 미리 예약하는 것이 좋습니다.,It's advisable to book your accommodation in advance.,gpt-4o-mini,v2_structured,20251205_160208,train
8408,IT/AI,감정 표현 스타일,비교문,디지털 혁명은 과거와 현재를 연결해 주는 다리야.,The digital revolution serves as a bridge connecting the past and present.,gpt-4o-mini,v2_structured,20251205_160208,train
5041,스포츠,감정 표현 스타일,단문,이번 경기에서 우리가 이길 거라고 믿어!,I believe we're going to win this match!,gpt-4o-mini,v2_structured,20251205_160208,train
8994,자기계발,고객센터 안내 스타일,비교문,새로운 것을 배우는 것은 두려운 일이야.,Learning something new can be intimidating.,gpt-4o-mini,v2_structured,20251205_160208,train
499,일상생활,대화체,조건문,네가 나와 함께 요리하고 싶으면 말해 줘.,Let me know if you want to cook together with me.,gpt-4o-mini,v2_structured,20251205_160208,train
6694,문화/예술,문어체(보고서 스타일),단문,한국의 전통 음악은 깊은 감정을 담고 있다.,Korean traditional music contains deep emotions.,gpt-4o-mini,v2_structured,20251205_160208,train
721,일상생활,기술 설명체,복문,주말에는 가족과 함께 시간을 보내고 싶어요.,I want to spend time with my family on the weekend.,gpt-4o-mini,v2_structured,20251205_160208,train
8650,자기계발,문어체(보고서 스타일),원인·결과문,피드백을 받으면 성장할 수 있다.,Receiving feedback allows for personal growth.,gpt-4o-mini,v2_structured,20251205_160208,train
8391,IT/AI,감정 표현 스타일,조건문,당신이 프로그래밍을 배운다면 새로운 기회를 찾을 수 있을 거예요.,"If you learn programming, you will be able to find new opportunities.",gpt-4o-mini,v2_structured,20251205_160208,train
6497,고객센터,감정 표현 스타일,원인·결과문,고객센터에 문의했더니 빠르게 답변을 받았어요.,"I contacted customer service, and I received a quick response.",gpt-4o-mini,v2_structured,20251205_160208,train
3090,교육,뉴스 기사체,명령/요청문,멘토링 프로그램을 도입해 보세요.,Consider introducing a mentoring program.,gpt-4o-mini,v2_structured,20251205_160208,train
6453,고객센터,기술 설명체,명령/요청문,결제 방법을 변경할 수 있나요?,Can I change my payment method?,gpt-4o-mini,v2_structured,20251205_160208,train
6518,고객센터,조언/상담 스타일,단문,주말에는 고객센터가 쉬어요.,The customer service is closed on weekends.,gpt-4o-mini,v2_structured,20251205_160208,train
5804,교통,문어체(보고서 스타일),명령/요청문,교통 체증을 피하기 위해 대중교통을 이용하세요.,"To avoid traffic congestion, use public transportation.",gpt-4o-mini,v2_structured,20251205_160208,train
597,일상생활,SNS 스타일,단문,주말에 뭐 할 계획이야?,What are your plans for the weekend?,gpt-4o-mini,v2_structured,20251205_160208,train
8627,자기계발,문어체(보고서 스타일),조건문,"긍정적인 마음가짐을 유지하면, 어려움도 극복할 수 있다.",Maintaining a positive mindset allows you to overcome challenges.,gpt-4o-mini,v2_structured,20251205_160208,train
5439,기후/날씨,뉴스 기사체,원인·결과문,기후 변화가 농작물 생산에 영향을 미치고 있습니다.,Climate change is affecting crop production significantly.,gpt-4o-mini,v2_structured,20251205_160208,train
1648,식당,뉴스 기사체,원인·결과문,가족 단위 손님이 많아 아이들을 위한 메뉴가 필요하다.,"There are many families visiting, so a menu for children is needed.",gpt-4o-mini,v2_structured,20251205_160208,train
5471,기후/날씨,기술 설명체,복문,지구의 기후 시스템은 매우 복잡하여 예측하기 어렵습니다.,"The Earth's climate system is extremely complex, making predictions difficult.",gpt-4o-mini,v2_structured,20251205_160208,train
6177,고객센터,대화체,단문,추가 도움이 필요해요.,I need further assistance.,gpt-4o-mini,v2_structured,20251205_160208,train
2701,업무,감정 표현 스타일,조건문,팀원들이 협력해주면 좋겠어.,It would be great if the team members could collaborate.,gpt-4o-mini,v2_structured,20251205_160208,train
6623,고객센터,고객센터 안내 스타일,원인·결과문,고객님께서 남기신 리뷰는 다른 고객들에게 큰 도움이 됩니다.,Your reviews greatly assist other customers.,gpt-4o-mini,v2_structured,20251205_160208,train
1701,식당,기술 설명체,원인·결과문,이곳의 분위기가 좋기 때문에 친구들과 함께 오기 적합하다.,"Because of the pleasant atmosphere here, it's suitable to come with friends.",gpt-4o-mini,v2_structured,20251205_160208,train
8487,IT/AI,조언/상담 스타일,명령/요청문,오픈 소스 프로젝트에 참여해보세요.,Consider participating in open-source projects.,gpt-4o-mini,v2_structured,20251205_160208,train
6846,문화/예술,뉴스 기사체,비교문,한국의 미술은 자연과 인간의 조화를 중시한다.,Korean art emphasizes the harmony between nature and humanity.,gpt-4o-mini,v2_structured,20251205_160208,train
7330,쇼핑,뉴스 기사체,비교문,쇼핑할 때 가격 비교는 필수적이다.,Price comparison is essential when shopping.,gpt-4o-mini,v2_structured,20251205_160208,train
2943,교육,문어체(보고서 스타일),비교문,온라인 강의는 언제 어디서나 수강할 수 있는 장점이 있다.,Online courses offer the advantage of being accessible anytime and anywhere.,gpt-4o-mini,v2_structured,20251205_160208,train
9405,사회/뉴스,조언/상담 스타일,비교문,"소셜 미디어를 통해 정보에 접근하는 것이 더 빠를 수도 있지만, 사실을 확인하는 것이 중요해.","While social media provides quicker access to information, verifying the facts is crucial.",gpt-4o-mini,v2_structured,20251205_160208,train
87,여행,문어체(보고서 스타일),조건문,자연을 즐기고 싶다면 산으로 가는 것이 좋습니다.,"If you want to enjoy nature, it is best to go to the mountains.",gpt-4o-mini,v2_structured,20251205_160208,train
2309,기술,조언/상담 스타일,명령/요청문,코딩 연습을 매일 해봐.,Try to practice coding every day.,gpt-4o-mini,v2_structured,20251205_160208,train
2678,업무,감정 표현 스타일,단문,이 문제를 해결해야 해.,We need to solve this issue.,gpt-4o-mini,v2_structured,20251205_160208,train
7353,쇼핑,기술 설명체,단문,할인 쿠폰을 사용하면 더 저렴하게 살 수 있어.,Using discount coupons allows you to buy at a lower price.,gpt-4o-mini,v2_structured,20251205_160208,train
6901,문화/예술,기술 설명체,조건문,음악회에 가면 라이브 공연의 매력을 느낄 수 있다.,"If you go to a concert, you can feel the charm of a live performance.",gpt-4o-mini,v2_structured,20251205_160208,train
2595,업무,뉴스 기사체,비교문,팀원 간의 신뢰가 협업의 기본입니다.,Trust among team members is fundamental to collaboration.,gpt-4o-mini,v2_structured,20251205_160208,train
6482,고객센터,감정 표현 스타일,조건문,상황이 나아지지 않는다면 다시 확인할게요.,I will check back again if the situation doesn’t improve.,gpt-4o-mini,v2_structured,20251205_160208,train
1030,건강,문어체(보고서 스타일),조건문,금연을 하면 여러 가지 질병의 위험을 줄일 수 있습니다.,"If you quit smoking, you can reduce the risk of various diseases.",gpt-4o-mini,v2_structured,20251205_160208,train
137,여행,SNS 스타일,복문,"저번에 간 산은 정말 힘들었지만, 경치는 대단했어.","The mountain I climbed last time was really tough, but the view was incredible.",gpt-4o-mini,v2_structured,20251205_160208,train
8380,IT/AI,감정 표현 스타일,복문,"데이터 분석 기술이 향상되면, 기업의 의사결정이 더 정확해질 거야.","As data analysis technologies improve, corporate decision-making will become more accurate.",gpt-4o-mini,v2_structured,20251205_160208,train
6241,고객센터,문어체(보고서 스타일),복문,제휴사에 대한 문의는 별도의 전화번호로 진행해 주세요.,Please direct inquiries about our partners to a different phone number.,gpt-4o-mini,v2_structured,20251205_160208,train
2855,교육,대화체,단문,공부는 나에게 어려워.,Studying is difficult for me.,gpt-4o-mini,v2_structured,20251205_160208,train
4410,경제/금융,SNS 스타일,조건문,세금이 높으면 기업들이 해외로 나갈 수도 있어.,"If taxes are high, companies might consider moving abroad.",gpt-4o-mini,v2_structured,20251205_160208,train
1201,건강,기술 설명체,복문,정신 건강을 유지하기 위해 사회적 관계가 중요해요.,Maintaining social connections is important for mental health.,gpt-4o-mini,v2_structured,20251205_160208,train
4718,경제/금융,고객센터 안내 스타일,비교문,금리가 오르면 대출이 어려워질 수 있어요.,"When interest rates rise, it may become more difficult to obtain loans.",gpt-4o-mini,v2_structured,20251205_160208,train
9037,사회/뉴스,대화체,조건문,"만약 이번 주에 비가 온다면, 소풍을 취소해야 할 거야.","If it rains this week, we will have to cancel the picnic.",gpt-4o-mini,v2_structured,20251205_160208,train
5885,교통,뉴스 기사체,복문,교통 신호를 무시하는 운전자가 종종 문제를 일으킨다.,Drivers who ignore traffic signals often cause problems.,gpt-4o-mini,v2_structured,20251205_160208,train
567,일상생활,문어체(보고서 스타일),비교문,집에서 요리하는 것은 외식보다 경제적이다.,Cooking at home is more economical than dining out.,gpt-4o-mini,v2_structured,20251205_160208,train
6487,고객센터,감정 표현 스타일,비교문,고객센터에 문의하는 건 친구에게 도움을 요청하는 것과 같아.,Reaching out to customer service is like asking a friend for help.,gpt-4o-mini,v2_structured,20251205_160208,train
3928,감정표현,SNS 스타일,복문,기분이 너무 안 좋아서 아무것도 하고 싶지 않아.,I'm feeling so down that I don't want to do anything.,gpt-4o-mini,v2_structured,20251205_160208,train
5404,기후/날씨,뉴스 기사체,단문,기온이 낮아지니 따뜻하게 입으세요.,"As the temperature drops, make sure to dress warmly.",gpt-4o-mini,v2_structured,20251205_160208,train
6775,문화/예술,SNS 스타일,조건문,예술 작품을 감상하면 새로운 영감을 얻을 수 있어.,"When you appreciate art, you can gain new inspiration.",gpt-4o-mini,v2_structured,20251205_160208,train
9074,사회/뉴스,대화체,명령/요청문,사회 문제 해결을 위한 논의가 필요해.,We need discussions to address social issues.,gpt-4o-mini,v2_structured,20251205_160208,train
7066,문화/예술,고객센터 안내 스타일,복문,문화 행사에 참석하면 새로운 경험을 할 수 있어요.,Attending cultural events allows you to gain new experiences.,gpt-4o-mini,v2_structured,20251205_160208,train
5830,교통,SNS 스타일,복문,교통 신호를 잘 지켜야 사고를 줄일 수 있어.,Following traffic signals can help reduce accidents.,gpt-4o-mini,v2_structured,20251205_160208,train
8458,IT/AI,조언/상담 스타일,조건문,"직장에서 성과를 내고 싶다면, 목표를 설정하고 집중해야 해.","If you want to achieve results at work, you should set goals and stay focused.",gpt-4o-mini,v2_structured,20251205_160208,train
7465,쇼핑,감정 표현 스타일,명령/요청문,이 옷을 입어보니까 너무 잘 어울려.,Trying on this outfit really suits me well.,gpt-4o-mini,v2_structured,20251205_160208,train
2331,기술,고객센터 안내 스타일,복문,이용약관은 웹사이트에서 확인할 수 있습니다.,You can find the terms of service on our website.,gpt-4o-mini,v2_structured,20251205_160208,train
3516,시간관리,뉴스 기사체,단문,효과적인 시간 관리는 스트레스를 줄인다.,Effective time management reduces stress.,gpt-4o-mini,v2_structured,20251205_160208,train
2188,기술,기술 설명체,명령/요청문,인공지능 기술이 발전하고 있어요.,Artificial intelligence technology is advancing rapidly.,gpt-4o-mini,v2_structured,20251205_160208,train
196,여행,뉴스 기사체,복문,자연 경관이 뛰어난 지역으로 떠나고 싶습니다.,I would like to go to a region known for its stunning natural scenery.,gpt-4o-mini,v2_structured,20251205_160208,train
5058,스포츠,감정 표현 스타일,복문,팬들이 응원하는 모습을 보니 가슴이 뛴다.,Seeing the fans cheering fills my heart with joy.,gpt-4o-mini,v2_structured,20251205_160208,train
803,일상생활,감정 표현 스타일,비교문,주말에 친구를 만나는 건 스트레스 해소에 최고야.,Meeting a friend on the weekend is the best way to relieve stress.,gpt-4o-mini,v2_structured,20251205_160208,train
7914,직장 관계,감정 표현 스타일,조건문,"우리가 서로의 의견을 존중하지 않으면, 팀이 흔들릴 수 있어.","If we don't respect each other's opinions, the team may become unstable.",gpt-4o-mini,v2_structured,20251205_160208,train
7045,문화/예술,조언/상담 스타일,명령/요청문,좋은 음악을 듣는 것은 삶의 질을 높이는 방법이야.,Listening to good music is a way to enhance your quality of life.,gpt-4o-mini,v2_structured,20251205_160208,train
2069,기술,SNS 스타일,명령/요청문,최신 기술 트렌드에 대해 알아보자.,Let's explore the latest tech trends.,gpt-4o-mini,v2_structured,20251205_160208,train
6759,문화/예술,SNS 스타일,단문,이번 주말에 뮤지컬 보러 가!,I'm going to see a musical this weekend!,gpt-4o-mini,v2_structured,20251205_160208,train
8297,IT/AI,뉴스 기사체,원인·결과문,스마트 홈 기기의 보급으로 생활 편의성이 증가하고 있다.,The proliferation of smart home devices is enhancing convenience in daily life.,gpt-4o-mini,v2_structured,20251205_160208,train
645,일상생활,SNS 스타일,명령/요청문,커피 한 잔 사줄래?,Could you buy me a cup of coffee?,gpt-4o-mini,v2_structured,20251205_160208,train
8900,자기계발,조언/상담 스타일,단문,너 자신을 믿어봐.,Believe in yourself.,gpt-4o-mini,v2_structured,20251205_160208,train
7589,쇼핑,고객센터 안내 스타일,명령/요청문,배송지 주소를 수정하고 싶습니다.,I would like to change my shipping address.,gpt-4o-mini,v2_structured,20251205_160208,train
121,여행,SNS 스타일,단문,바다에서 수영하고 싶어.,I want to swim in the ocean.,gpt-4o-mini,v2_structured,20251205_160208,train
2982,교육,SNS 스타일,복문,요즘 온라인 강의가 정말 편해졌어.,Online classes have become really convenient these days.,gpt-4o-mini,v2_structured,20251205_160208,train
3075,교육,뉴스 기사체,원인·결과문,프로젝트 기반 학습을 도입했기 때문에 학생들이 더 적극적으로 참여하고 있다.,"Since project-based learning was introduced, students are participating more actively.",gpt-4o-mini,v2_structured,20251205_160208,train
8471,IT/AI,조언/상담 스타일,원인·결과문,AI 기술을 도입하면 생산성이 향상될 가능성이 높아.,"By adopting AI technology, there's a high possibility of improving productivity.",gpt-4o-mini,v2_structured,20251205_160208,train
3279,교육,고객센터 안내 스타일,단문,전공 선택에 관한 상담을 받을 수 있나요?,Can I get advice on selecting my major?,gpt-4o-mini,v2_structured,20251205_160208,train
2136,기술,뉴스 기사체,명령/요청문,클라우드 컴퓨팅이 기업 운영 방식을 변화시키고 있다.,Cloud computing is changing the way businesses operate.,gpt-4o-mini,v2_structured,20251205_160208,train
6556,고객센터,조언/상담 스타일,원인·결과문,고객님의 소중한 의견을 반영하겠습니다.,We will take your valuable feedback into account.,gpt-4o-mini,v2_structured,20251205_160208,train
4971,스포츠,뉴스 기사체,명령/요청문,오늘 축구 경기에서 반드시 이겨야 해.,We must win the soccer match today.,gpt-4o-mini,v2_structured,20251205_160208,train
7223,쇼핑,문어체(보고서 스타일),원인·결과문,주변 친구와 함께 쇼핑하면 즐거움이 배가된다.,Shopping with friends can double the enjoyment.,gpt-4o-mini,v2_structured,20251205_160208,train
135,여행,SNS 스타일,복문,이곳은 너무 예쁘고 사람들도 친절해서 다시 오고 싶어.,This place is so pretty and the people are so friendly that I want to come back.,gpt-4o-mini,v2_structured,20251205_160208,train
6903,문화/예술,기술 설명체,조건문,문화유산을 보존하려면 많은 사람들이 협력해야 한다.,"To preserve cultural heritage, many people must work together.",gpt-4o-mini,v2_structured,20251205_160208,train
9153,사회/뉴스,SNS 스타일,복문,SNS에서 의견을 나누는 게 참 중요해.,Sharing opinions on social media is really important.,gpt-4o-mini,v2_structured,20251205_160208,train
2560,업무,뉴스 기사체,단문,새로운 제안서를 작성하고 있어요.,I am currently drafting a new proposal.,gpt-4o-mini,v2_structured,20251205_160208,train
63,여행,문어체(보고서 스타일),단문,여행 중에는 항상 안전에 유의해야 합니다.,Always pay attention to safety while traveling.,gpt-4o-mini,v2_structured,20251205_160208,train
1359,건강,조언/상담 스타일,명령/요청문,자주 건강 검진을 받는 것을 추천합니다.,I recommend getting regular health check-ups.,gpt-4o-mini,v2_structured,20251205_160208,train
5194,스포츠,고객센터 안내 스타일,비교문,"야구는 9이닝으로 구성되지만, 축구는 90분 동안 진행됩니다.","Baseball consists of 9 innings, whereas soccer is played for 90 minutes.",gpt-4o-mini,v2_structured,20251205_160208,train
2468,업무,문어체(보고서 스타일),비교문,업무의 효율성을 높이는 것은 모든 조직의 목표입니다.,Enhancing efficiency in work is a common goal for all organizations.,gpt-4o-mini,v2_structured,20251205_160208,train
680,일상생활,뉴스 기사체,비교문,오늘 날씨는 어제보다 더 흐립니다.,Today's weather is cloudier than yesterday's.,gpt-4o-mini,v2_structured,20251205_160208,train
8554,자기계발,대화체,단문,네 자신을 사랑하는 게 중요해.,It's important to love yourself.,gpt-4o-mini,v2_structured,20251205_160208,train
742,일상생활,기술 설명체,비교문,"좋은 음식은 기분을 좋게 하지만, 과식은 피해야 해.","Good food can lift your spirits, but overeating should be avoided.",gpt-4o-mini,v2_structured,20251205_160208,train
8500,IT/AI,고객센터 안내 스타일,복문,서비스 이용 중 궁금한 점이 있으면 알려주세요.,"If you have any questions while using our service, please let us know.",gpt-4o-mini,v2_structured,20251205_160208,train
3642,시간관리,감정 표현 스타일,복문,내일 해야 할 일은 오늘 미리 준비하는 것이 좋지.,It's better to prepare today's tasks in advance for tomorrow.,gpt-4o-mini,v2_structured,20251205_160208,train
7463,쇼핑,감정 표현 스타일,명령/요청문,할인을 꼭 확인해봐.,Make sure to check for discounts.,gpt-4o-mini,v2_structured,20251205_160208,train
